aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e,Kq,Kn,Mdyn,lim_sup
spec-0279-51984-0225,168.630805055332,-0.57434673300539,10.317,2.05,0.32,6.29,0.04776745,171.9940798625691,0.9669974820474221,4.596504809999999,10.797074575278657,2.255138647853963
spec-0279-51984-0516,169.342616254385,0.0212702552260309,10.862,3.51,0.65,5.88,0.09964518,240.13767278330465,0.8146196502770222,4.81696304,11.266396562514737,2.2084921484540976
spec-0279-51984-0595,170.037079300727,0.22358570766223,10.305,0.9,0.43,4.69,0.07258304,252.6469518313376,0.8926404490652192,5.502716009999999,10.816964952678392,2.276755919611811
spec-0280-51612-0145,170.895978287046,-0.0901425069686865,10.259,1.14,0.73,2.71,0.04832833,171.1795538646244,0.7993527728767938,6.794982809999999,10.625176134967132,1.8206366991593388
spec-0280-51612-0441,170.652749639134,1.13356264664508,10.281,1.38,0.52,4.36,0.07331392,182.26589652582743,0.8523486307670756,5.704971359999999,10.714601310089487,2.0712478442927678
spec-0283-51959-0453,175.828303997326,0.747881740538141,10.604,1.86,0.45,3.98,0.07569534,209.3617566152666,0.8823790877462955,5.944373639999999,10.99750961284774,2.29902231775783
spec-0284-51943-0559,178.879311012362,0.428935826446808,10.643,2.5,0.47,5.68,0.06066807,218.0189310594716,0.8729178863405056,4.92744384,11.074964151277332,2.4179943841928715
spec-0285-51930-0140,179.654723056726,-0.787792137225404,10.334,1.26,0.75,2.39,0.08062554,178.27608416125656,0.7962225610272257,7.02157161,10.71646618124214,2.2790590096276855
spec-0286-51999-0432,181.191612871712,0.612214610985231,10.5,2.22,0.7,2.91,0.08704844,199.399076961316,0.8045283901955289,6.655871209999999,11.040986200636862,2.5921671888468456
spec-0290-51941-0245,188.438747889563,-0.696331647458819,10.433,1.4,0.56,4.52,0.079855,199.89919243754312,0.8386131011557931,5.60625264,10.786425077785141,1.9787652057085405
spec-0291-51928-0156,191.28753006922,-0.21302112740129,10.611,1.75,0.66,3.46,0.04821055,229.4062840949765,0.8124406952084483,6.283255559999999,11.038665717699104,2.6244325653629867
spec-0291-51928-0439,190.547189942505,0.534994862573811,10.511,1.45,0.46,3.33,0.08823928,200.8008241057023,0.8775527169786937,6.37001249,10.880753138098077,1.8263590645619074
spec-0291-51928-0571,191.301581978594,0.797274986854132,10.369,2.06,0.15,8.0,0.08009145,190.95619818988104,1.1784086715660769,3.7643999999999993,10.889167089038647,2.100530121970672
spec-0292-51609-0393,191.745712027863,0.148594809307698,10.41,2.13,0.1,7.95,0.09143047,184.3029190524801,1.2777761041980535,3.7867302499999997,10.910603817168816,2.2369317290416713
spec-0294-51986-0253,195.994726086497,-0.750706691744081,10.759,3.06,0.4,6.1,0.08491749,245.0244069500553,0.9096926026564097,4.697660999999999,11.26135711150316,2.737478291974827
spec-0295-51985-0410,198.109292721556,0.984386412881886,10.74,2.4,0.25,5.08,0.07298487,273.5585833487363,1.035709701476211,5.270454239999999,11.357838680131696,3.016821392847811
spec-0295-51985-0486,198.589397674047,0.324438719460638,10.526,1.26,0.41,3.86,0.0817907,217.1083561916017,0.9037741381612935,6.02142036,10.875923134879782,1.6107603918300006
spec-0295-51985-0634,199.080964913965,0.83752476895688,10.657,1.95,0.73,2.4,0.07978579,230.12285440345804,0.7993527728767938,7.014416,11.12912477563861,2.4218687619970805
spec-0296-51984-0230,199.693964132575,-0.757549849529011,10.606,1.79,0.62,5.05,0.08697884,206.60696692135883,0.8216932330693044,5.28806025,10.887589715414146,1.8465410063909198
spec-0296-51984-0233,199.775666757732,-0.752690296231801,10.345,0.89,0.6,3.31,0.08408105,219.059248619895,0.8268941874213698,6.383432009999999,10.719458025290367,1.6067326098043346
spec-0296-51984-0422,199.901663555211,0.181678751636027,10.421,1.37,0.58,3.97,0.05369467,194.92477344416076,0.8325219696942819,5.950767689999999,10.777863997880877,1.850853817250599
spec-0297-51959-0198,201.554555133835,-0.180351121244318,10.492,1.27,0.2,7.99,0.07998345,256.0147231340633,1.0991960685470887,3.7688564099999997,10.904059017662817,2.2149792330912783
spec-0297-51959-0467,201.61936879764,0.240675715983931,10.503,2.07,0.2,7.91,0.08448351,214.81331889104985,1.0991960685470887,3.8046812099999996,10.967926850639198,2.3120324724945926
spec-0299-51671-0590,206.472902514983,0.411127510388157,10.46,0.93,0.1,5.21,0.08906469,200.89068307058517,1.2777761041980535,5.19466281,10.762855319035664,1.5979024247084819
spec-0302-51688-0099,212.095439514555,-0.746181108458074,10.346,2.04,0.34,7.98,0.07928953,223.1996435056972,0.9508320982325946,3.7733176399999993,10.928285015864834,2.719134136049218
spec-0302-51688-0176,212.006606587214,-0.225604351730019,10.165,1.26,0.25,5.63,0.05328913,159.95009418462377,1.035709701476211,4.95536529,10.585093919276696,2.023417345219706
spec-0302-51688-0623,213.063209319953,0.0538507611474738,10.107,1.49,0.3,6.03,0.05391951,158.63931840811532,0.984585082448575,4.7353676899999995,10.609055552043827,2.2619766503965244
spec-0302-51688-0636,212.977553655234,0.497815559492924,10.211,1.53,0.17,7.98,0.05439847,177.7773859903865,1.1445808046337596,3.7733176399999993,10.686254942260845,2.242492569872676
spec-0303-51615-0075,214.409027526817,-0.48220834083836,10.68,3.0,0.39,7.99,0.08258954,261.8644025119078,0.9158595133204178,3.7688564099999997,11.21775329235692,2.7281230772392497
spec-0303-51615-0278,213.229064319243,-0.437106671327315,10.362,1.6,0.33,4.27,0.08333153,187.39990201264035,0.9587450189793348,5.76104289,10.858303585817072,2.014969904941668
spec-0303-51615-0552,214.509058591385,0.484231223262378,10.591,1.46,0.56,3.17,0.05278205,215.8357523044156,0.8386131011557931,6.477908489999999,10.93403673318531,2.406094410512099
spec-0304-51609-0090,215.49596625329,-0.59034196644354,10.478,1.76,0.49,7.96,0.05100724,212.8848063205594,0.8641911456966372,3.7822545599999997,10.782603223891169,2.767013899748477
spec-0305-51613-0506,216.437104406732,0.835925754924136,10.558,1.36,0.4,6.14,0.0844623,210.94268598657,0.9096926026564097,4.676220359999999,10.777098138473823,0.497847235842443
spec-0306-51637-0072,218.950148915195,-0.165529910679457,10.551,1.75,0.31,3.86,0.09269177,217.42093290921036,0.9756052935221179,6.02142036,11.053054508312252,2.5272547882882113
spec-0307-51663-0385,218.992198653161,0.401041702007434,10.09,2.25,0.0,7.06,0.05706688,156.92890183787935,1.5625,4.20437076,10.927550077542096,3.4241604510444406
spec-0310-51990-0071,227.057885812335,-0.193898874016964,10.599,2.02,0.73,5.68,0.09051643,216.55242477099384,0.7993527728767938,4.92744384,10.938278295424901,1.940796135238404
spec-0310-51990-0074,227.103376032237,-0.276582988366066,10.492,1.44,0.55,3.21,0.09076992,205.1428396662248,0.8418447448145492,6.4508188099999995,10.883762721783539,2.1290158747457717
spec-0310-51990-0390,225.182124533832,0.490181571523571,10.621,1.68,0.51,4.3,0.04208763,212.79898912228657,0.8561389940226636,5.742309,10.93931989462764,2.321946569768544
spec-0311-51665-0186,227.725121692493,-0.151277419182367,10.775,2.7,0.58,6.04,0.09227359,236.61672650648748,0.8325219696942819,4.729966559999999,11.141149076245524,1.7976921448903418
spec-0311-51665-0605,228.297273936058,0.944550499806351,10.579,2.23,0.7,6.49,0.09329423,198.18940066109425,0.8045283901955289,4.491904409999999,10.866878246562932,1.5383098708601377
spec-0313-51673-0026,232.313165759471,-0.269942992555776,10.641,2.29,0.15,4.95,0.08427101,207.4187266910457,1.1784086715660769,5.347060249999999,11.15938307256855,2.7704364126309216
spec-0313-51673-0153,231.863010532552,-0.0982700400789658,10.057,0.88,0.46,4.36,0.04460059,160.56838476613655,0.8775527169786937,5.704971359999999,10.421770088168387,2.0247757158090196
spec-0313-51673-0414,231.021495520153,0.825857359995905,10.42,1.71,0.42,7.52,0.08228496,201.3417019987831,0.898093470327658,3.9837446399999994,10.760917267465747,1.5684938640640815
spec-0315-51663-0557,235.33580937369,0.311821350880162,10.429,1.43,0.62,2.2,0.07964799,199.83772462666985,0.8216932330693044,7.158443999999999,10.892659987098256,2.3691747430134833
spec-0315-51663-0581,235.562870655565,0.787996154988444,10.209,0.95,0.49,2.32,0.0635557,183.13786939436235,0.8641911456966372,7.071795839999999,10.655860101658046,2.118148343253429
spec-0328-52282-0505,176.048974467791,-1.86565973715634,10.443,2.43,0.23,7.78,0.04762832,219.25672469655095,1.059452598972988,3.863554439999999,11.0460213399655,3.0920459945931005
spec-0328-52282-0507,176.046291851436,-1.96173521143988,10.406,0.94,0.5,5.92,0.07367941,195.80048439657295,0.8600842766443919,4.79509824,10.538534550018623,0.1351109756373438
spec-0329-52056-0140,176.957649085639,-3.18969515179951,10.324,1.51,0.45,2.83,0.0707938,179.47706896372443,0.8823790877462955,6.71128449,10.825896395010943,2.4457449907060576
spec-0330-52370-0600,179.293886586999,-2.37209519575418,10.606,1.72,0.67,3.6,0.07974511,206.3398968595934,0.8103453250771835,6.190735999999999,10.93154793542828,1.9033603534733325
spec-0332-52367-0535,182.840513953182,-1.48360076425088,10.364,1.56,0.5,2.57,0.0812453,176.5477028088121,0.8600842766443919,6.89350809,10.826270693390004,2.0641677601202724
spec-0333-52313-0428,184.141449336226,-2.16380505640235,10.583,2.18,0.34,6.91,0.08856412,225.84496697128907,0.9508320982325946,4.278519209999999,11.021915302405771,2.346234865979033
spec-0334-51993-0057,187.618898354539,-3.58157261680824,10.247,1.04,0.7,3.31,0.07121044,165.44303097396565,0.8045283901955289,6.383432009999999,10.531366561367363,0.6501280373595314
spec-0334-51993-0240,186.402855722232,-2.90054194916049,10.567,1.91,0.46,4.46,0.02497949,198.4476962040132,0.8775527169786937,5.643127559999999,10.937559227914075,2.7055044996472386
spec-0336-51999-0580,191.861903988404,-1.53436176859911,10.716,1.79,0.39,4.24,0.08759213,252.85158866544933,0.9158595133204178,5.779820159999999,11.148768245781088,2.028538691054566
spec-0337-51997-0365,192.399633531905,-1.43670063346151,10.489,1.84,0.57,5.41,0.08103285,192.9197495956634,0.8355072068666826,5.07965121,10.829795950389608,2.0551756051981975
spec-0337-51997-0366,192.485428895272,-1.41367675998784,10.449,2.06,0.61,6.23,0.08842289,236.0140281370988,0.8242425168127028,4.628260889999999,11.007656354489097,2.6783410391690525
spec-0337-51997-0415,192.57617896926,-1.56248570949029,10.474,1.14,0.58,4.48,0.08050782,266.99818769575586,0.8325219696942819,5.630816639999999,10.947329221870804,2.2815577375790044
spec-0337-51997-0417,192.539127050602,-1.52751674147642,10.545,1.59,0.34,5.45,0.08372385,207.79225457289036,0.9508320982325946,5.056880249999999,10.885082993554256,1.866295895238642
spec-0337-51997-0450,192.785369617274,-1.44995020689491,10.752,2.21,0.43,4.23,0.04821774,236.93387738613453,0.8926404490652192,5.786088889999999,11.173148915926545,2.7711200309225013
spec-0338-51694-0459,194.606571919505,-1.61933882861367,10.436,1.79,0.04,7.11,0.0829585,198.41861354641608,1.4320353244067792,4.179895609999999,10.991577674072714,2.7168190183125205
spec-0338-51694-0464,194.553990755111,-2.01075327283354,10.448,1.5,0.38,3.61,0.08649816,188.66547578665768,0.9222860468299282,6.18416361,10.850063393627506,2.1141070765668726
spec-0338-51694-0468,194.537416672502,-1.93948760900266,10.827,2.16,0.26,6.84,0.08484954,240.49910485111184,1.024588205031141,4.31349296,11.108499780311794,2.0751142854245286
spec-0338-51694-0495,194.689905852096,-1.81856137471083,10.585,1.57,0.26,4.7,0.08578072,202.11724304251769,1.024588205031141,5.496669,10.92419597611133,2.1114769560775866
spec-0339-51692-0192,196.018094589276,-2.76029677934145,10.576,1.55,0.62,3.96,0.06443235,245.77210396025424,0.8216932330693044,5.957166559999999,11.027586981294048,2.483004321508947
spec-0339-51692-0422,195.693856179185,-2.48403668508699,10.524,1.35,0.5,2.55,0.08589594,191.43003729076275,0.8600842766443919,6.907660249999999,10.834666568643058,2.078277167678622
spec-0339-51692-0594,197.681019703246,-2.70261971770627,10.581,1.82,0.73,4.38,0.07612113,204.5660595524128,0.7993527728767938,5.692564039999999,10.906225613241983,1.211964971448413
spec-0339-51692-0603,197.309479891775,-1.60993200159741,10.515,1.18,0.14,4.79,0.08259552,236.8139403534877,1.1965054072410661,5.442462809999999,11.000847326265102,2.4363375666153138
spec-0339-51692-0609,197.318634728947,-1.57608617737497,10.454,1.43,0.47,2.3,0.08181681,184.4709448592168,0.8729178863405056,7.086188999999999,10.845018760884136,2.4103655534476753
spec-0340-51990-0389,197.364249306899,-1.54758316690632,10.53,1.53,0.64,3.61,0.08405636,218.8691051766856,0.8168856351754018,6.18416361,10.934943240607259,2.1864989836021866
spec-0340-51990-0390,197.441741327113,-1.715189411485,10.378,1.4,0.3,5.67,0.08382835,187.6337092987748,0.984585082448575,4.933018489999999,10.74555641379555,1.68323119455683
spec-0341-51690-0133,200.595236291135,-3.17857704957113,10.828,2.16,0.74,5.76,0.08679923,229.22720894760857,0.7977573226358899,4.883020159999999,11.011986055834567,0.9604702803380331
spec-0341-51690-0542,200.740012168501,-1.64495732609224,10.464,2.02,0.43,5.96,0.08599044,184.79807483651032,0.8926404490652192,4.77331056,10.834683163483442,1.821274971492161
spec-0350-51691-0090,258.259650256623,63.735787493968,10.382,1.91,0.47,3.33,0.07805946,176.41317483191074,0.8729178863405056,6.37001249,10.885649730312384,2.6660026536977424
spec-0350-51691-0092,258.569141518291,64.0102590768584,10.508,1.55,0.21,2.55,0.07865872,242.2567405469968,1.0853616458827038,6.907660249999999,11.20022953206729,3.6583151920413806
spec-0350-51691-0251,257.893121765096,64.1411380090878,10.452,0.99,0.34,4.86,0.08084181,238.66012704930137,0.9508320982325946,5.400572359999999,10.828179208266418,2.063714940040829
spec-0351-51695-0578,256.68202195025,62.6843412242085,10.773,2.31,0.42,5.21,0.0772469,234.8573705144277,0.898093470327658,5.19466281,11.140539924523651,2.2803348556819767
spec-0355-51788-0290,257.521700765493,56.6962520217737,10.609,1.88,0.41,4.99,0.08387049,221.2297526315212,0.9037741381612935,5.32340241,11.01253477835955,2.484050931064422
spec-0359-51821-0368,260.495751107828,54.7117106805029,10.481,1.33,0.56,2.77,0.05182534,229.0192117355677,0.8386131011557931,6.753046889999999,10.963097535230386,2.961710791495688
spec-0362-51999-0296,262.804339718,53.4344201494072,10.592,1.73,0.56,3.2,0.05167442,199.1207326904054,0.8386131011557931,6.457583999999999,10.936351428521265,2.3243615203611667
spec-0363-51989-0174,232.980654715767,-0.285363530684447,10.523,1.69,0.51,4.96,0.08583865,197.0982472461611,0.8561389940226636,5.341138559999999,10.843871006747541,1.3991207598606288
spec-0363-51989-0279,232.549229623115,-0.300408089363169,10.566,2.38,0.33,6.56,0.08663638,224.9652890911817,0.9587450189793348,4.45574976,11.07787255322127,2.750109325711818
spec-0363-51989-0494,233.019263708785,0.0218631848436065,10.693,1.95,0.65,3.34,0.05977607,253.7470101322732,0.8146196502770222,6.36330996,11.17991509427388,2.930027765211462
spec-0367-51997-0234,259.874629422185,55.4329830000066,11.07,3.01,0.33,5.1,0.07246289,337.1614271707929,0.9587450189793348,5.258741,11.603267820075743,3.0604659853653997
spec-0371-52078-0283,327.196451572806,-1.17104996122103,10.808,2.48,0.4,5.36,0.0594183,230.52377861578623,0.9096926026564097,5.108223359999999,11.153488337225413,2.143182009694495
spec-0371-52078-0335,326.87561694054,0.791015909655857,10.533,1.44,0.56,3.2,0.07452229,216.17816958172756,0.8386131011557931,6.457583999999999,10.928058524744984,1.8622527288394604
spec-0374-51791-0118,334.133767323021,-0.277716052926468,10.694,1.83,0.68,2.49,0.09506655,260.17400673574247,0.8083302385460109,6.950232409999999,11.209007708039817,2.9261851300665236
spec-0374-51791-0182,333.358808904393,-0.191621918274324,10.565,1.71,0.47,4.06,0.09048728,203.71463488033717,0.8729178863405056,5.89339476,10.928820150263627,1.8315138467031504
spec-0376-52143-0078,338.078403325496,-0.405895269451343,10.855,2.89,0.5,7.96,0.08772293,328.0575689331195,0.8600842766443919,3.7822545599999997,11.37153038578894,3.0374358438937863
spec-0376-52143-0471,337.291347163394,0.122922422855471,10.355,1.03,0.6,4.6,0.05763945,229.75613511105735,0.8268941874213698,5.5573559999999995,10.764130271252625,2.183331291482125
spec-0378-52146-0611,342.34949611441,0.835202537750139,10.367,0.91,0.48,3.62,0.04882229,227.3846086634003,0.8684665799778243,6.177596039999999,10.76857679319006,2.2664508371807077
spec-0379-51789-0562,343.809051744567,1.21412789618478,10.464,2.92,0.38,7.96,0.07109137,189.3507670797857,0.9222860468299282,3.7822545599999997,10.92897403764169,2.499968796820757
spec-0380-51792-0509,345.454304230238,0.592024916229588,10.531,1.68,0.32,3.88,0.04201333,193.3553806890308,0.9669974820474221,6.008531039999999,10.928656113345363,2.7662056534606823
spec-0383-51818-0381,350.600461993377,0.514299960825344,10.431,1.26,0.45,2.98,0.06842115,198.11473558051156,0.8823790877462955,6.607637639999999,10.826346183765137,2.4102873858127265
spec-0384-51821-0577,353.86684619295,1.04673473024997,11.091,3.23,0.45,5.18,0.08393247,314.14180977446256,0.8823790877462955,5.21208084,11.532561010077474,3.054985677080294
spec-0385-51783-0354,354.015162980581,0.580265882239128,10.682,1.89,0.61,3.94,0.08744142,216.62739305311996,0.8242425168127028,5.96997876,11.006357004870361,1.6754207205565173
spec-0387-51791-0465,359.93516561743,0.731165554349513,10.393,1.59,0.53,5.22,0.08039642,183.5156758839989,0.8487068161348575,5.188866439999999,10.739014296817912,1.8118573874870023
spec-0387-51791-0552,0.602736891412547,0.535152929410401,10.403,1.02,0.34,7.97,0.0796163,351.0785201509967,0.9508320982325946,3.7777836899999997,11.021190266501199,3.0587589827046324
spec-0389-51795-0062,4.53457227863976,-0.376466581562898,10.296,1.31,0.51,3.41,0.03917692,178.71904325381664,0.8561389940226636,6.316527209999999,10.721076261782835,2.414042241408501
spec-0392-51793-0086,9.29212335490886,-1.10551801692785,10.413,1.67,0.25,7.99,0.07338227,185.04896561301032,1.035709701476211,3.7688564099999997,10.71517808570563,1.3306227813372489
spec-0394-51913-0040,14.0673356990136,-0.580621510184516,10.725,1.9,0.73,2.47,0.09703932,261.72498138028266,0.7993527728767938,6.964461689999999,11.226510650792076,2.654202279452216
spec-0395-51783-0177,14.5424482887691,-0.62608055328064,10.224,0.84,0.29,6.33,0.04452216,219.5685580254646,0.993954349345031,4.57543049,10.63165864099921,2.1540422141808286
spec-0398-51789-0076,20.1578100735312,-0.106788690549197,10.418,1.4,0.14,6.03,0.0773474,197.179875043812,1.1965054072410661,4.7353676899999995,10.855562237075594,2.152457349292116
spec-0398-51789-0448,19.7808494379975,1.01974021850526,10.611,2.12,0.56,3.8,0.08027731,213.3063288410569,0.8386131011557931,6.060203999999999,11.056832885083839,2.663425948465095
spec-0399-51817-0171,21.1993012330887,-0.478629377992415,10.713,2.35,0.49,2.65,0.07698428,217.7788201381027,0.8641911456966372,6.8370922499999995,11.18502105056074,3.1581589617553725
spec-0399-51817-0427,20.8205475770473,0.295546904224158,10.791,2.56,0.27,7.97,0.09381878,297.3792569000977,1.013935990115002,3.7777836899999997,11.30454959026391,2.6715434340018382
spec-0402-51793-0221,26.9647622879826,-0.288462123157847,10.424,1.06,0.73,3.45,0.07921222,220.34436382355813,0.7993527728767938,6.289900249999999,10.779332656691455,1.4984608051049877
spec-0403-51871-0054,30.412516252429,-1.21612340377213,10.103,0.55,0.04,3.81,0.04204996,161.63011518882843,1.4320353244067792,6.0537280099999995,10.461824544920164,1.9173280403769264
spec-0403-51871-0403,29.1363758009766,1.12244051145487,10.545,1.54,0.69,3.69,0.07512253,208.54541579195688,0.8063922713597157,6.131758009999999,10.886494035154056,1.8674295023082488
spec-0404-51812-0067,31.9900333407846,-0.699794734387941,10.353,1.27,0.69,3.6,0.07000168,187.40390046345323,0.8063922713597157,6.190735999999999,10.714090268340925,1.7084690028867735
spec-0404-51812-0287,30.5518784246279,-1.00810574220996,10.1,1.49,0.39,7.12,0.04179531,172.3119637382323,0.9158595133204178,4.17501504,10.594744692464241,2.3199745000679646
spec-0404-51812-0312,30.1915223807997,-0.147368545068733,10.504,1.9,0.58,4.39,0.08153094,191.65502992293648,0.8325219696942819,5.68636761,10.885465334774862,1.7828187042233936
spec-0407-51820-0132,37.6528079634384,-0.823699539186829,10.5,1.55,0.65,5.19,0.0382392,209.992906745368,0.8146196502770222,5.206270009999999,10.828663173429298,2.217881163549137
spec-0407-51820-0343,36.6110643838558,0.770857261184788,10.238,1.5,0.22,7.94,0.0733884,168.09121072379392,1.0721232014342572,3.7912107599999993,10.602644547601907,1.683673388964651
spec-0407-51820-0609,38.4651649644848,1.1371570245072,10.554,1.91,0.28,3.69,0.02229504,195.78409605035804,1.0037315179050041,6.131758009999999,11.020231411450363,2.9344813205195406
spec-0409-51871-0427,41.6857403586921,0.369518758225989,10.501,1.53,0.66,4.14,0.04389229,193.63153766906035,0.8124406952084483,5.84272436,10.801491341859329,2.157353080168121
spec-0411-51817-0041,46.5493410876507,-1.18318329403172,10.543,1.7,0.5,4.75,0.03906859,220.46898436699277,0.8600842766443919,5.466506249999998,10.95583543665418,2.57631325842653
spec-0412-52258-0514,47.9851511018118,-0.0325819233948679,10.023,0.86,0.43,5.15,0.03763117,159.81553605219497,0.8926404490652192,5.229542249999999,10.377317336616304,2.053587073925873
spec-0415-51810-0134,53.2385690751485,-0.704139770528173,10.486,1.77,0.14,5.52,0.0331856,193.2872790930593,1.1965054072410661,5.017216639999999,10.965197986119215,3.1091717753431243
spec-0418-51817-0199,9.28344949852431,14.5302196979429,10.464,2.23,0.46,5.54,0.03841839,192.7263040154548,0.8775527169786937,5.005927559999999,10.92738527972797,2.9543936473764703
spec-0418-51817-0630,10.7696090687406,15.2410938587801,10.456,1.62,0.54,2.4,0.07760888,221.91766325951272,0.8452074611443647,7.014416,11.041294252036495,3.1769742693396386
spec-0419-51879-0439,10.7384449359291,15.2859045912909,10.471,1.57,0.61,3.05,0.07847088,189.69383252094028,0.8242425168127028,6.55964025,10.851381764437964,2.0830502646185476
spec-0422-51811-0139,17.4095018420181,13.9191963290488,10.74,2.61,0.36,3.29,0.05905534,241.57897854066016,0.9359655037331305,6.3968708099999985,11.32642686607513,3.3036538573628857
spec-0422-51811-0166,17.1403843636868,14.440473612687,10.808,2.19,0.67,4.15,0.06065357,227.46779248875328,0.8103453250771835,5.836412249999999,11.09554068710656,2.110022769581141
spec-0426-51882-0200,24.5469175127982,13.9220299024321,10.691,1.55,0.57,5.21,0.07268868,264.1683889076842,0.8355072068666826,5.19466281,11.038041611104216,2.5412929410522134
spec-0428-51883-0211,32.2929725585225,12.4888680450793,10.188,0.73,0.06,7.97,0.060723,246.84439818414307,1.3756720529905118,3.7777836899999997,10.730362068909994,2.6547489266204063
spec-0430-51877-0325,27.5670007576625,14.7709620505717,10.447,0.97,0.27,2.89,0.06655195,196.90081439918188,1.013935990115002,6.669695609999999,10.771823967143431,1.8278067777834277
spec-0432-51884-0170,115.239768356778,39.734824814428,10.368,1.07,0.58,3.23,0.07200022,187.62886508035632,0.8325219696942819,6.43730289,10.671523383286566,2.009679969387622
spec-0432-51884-0470,115.702564391831,40.3323352575525,10.545,2.24,0.53,5.98,0.0681124,204.45155021941704,0.8487068161348575,4.762445639999999,10.94445721079574,2.566914939329587
spec-0435-51882-0509,119.136498190184,40.9343660353276,10.691,2.68,0.51,5.51,0.07482351,233.7284899263012,0.8561389940226636,5.022868409999999,11.165494834111122,2.4150696174841255
spec-0435-51882-0538,118.912771373144,41.2309157638117,10.466,1.99,0.14,6.18,0.07116088,185.2051983305339,1.1965054072410661,4.65485684,10.946421070465973,2.5272864650264153
spec-0437-51876-0144,120.601661972784,42.2525489507339,10.349,1.14,0.64,3.83,0.06687709,183.51583486776417,0.8168856351754018,6.04079049,10.643947626665396,1.2927255325304674
spec-0439-51877-0040,124.086704565462,44.8764297406507,10.293,0.76,0.62,6.07,0.05659731,212.227356168589,0.8216932330693044,4.713792089999999,10.488937108806198,1.2933357213221712
spec-0439-51877-0165,122.4497204331,44.4938206673952,10.567,1.24,0.59,4.77,0.0833552,257.47765695186774,0.8296525174182051,5.454474889999999,10.936990619136502,2.11413930357453
spec-0441-51868-0111,124.942541420867,45.5445067215932,10.254,0.97,0.42,3.9,0.05138757,201.9433854570614,0.898093470327658,5.995660999999999,10.694830262980576,2.481215348891789
spec-0442-51882-0108,126.946912255362,50.674796376829,10.276,1.52,0.61,4.91,0.07361884,169.96069908771764,0.8242425168127028,5.370795209999999,10.655074866428027,2.0683394838394182
spec-0442-51882-0146,126.107172732579,50.4871872788559,10.284,1.09,0.29,3.74,0.07169995,186.366642854206,0.993954349345031,6.0991611599999995,10.727240064567829,2.190485496049629
